location,date,oxygen,phosphate,salinity,silicate,temperature
"(28.0, -96.0)",1965-02-28,4.793611111111112,0.06208333333333334,35.013333333333335,2.2752500000000007,17.266666666666666
"(28.0, -96.0)",1965-03-31,4.793611111111112,0.06208333333333334,34.25285714285714,2.2752500000000007,16.900000000000002
"(28.0, -96.0)",1965-04-30,4.793611111111112,0.06208333333333334,33.464,2.2752500000000007,23.54
"(28.0, -96.0)",1965-05-31,4.793611111111112,0.06208333333333334,24.73333333333333,2.2752500000000007,26.633333333333336
"(28.0, -96.0)",1965-06-30,4.793611111111112,0.06208333333333334,30.74375,2.2752500000000007,28.3875
"(28.0, -96.0)",1965-08-31,4.793611111111112,0.06208333333333334,35.596000000000004,2.2752500000000007,28.68
"(28.0, -96.0)",1965-09-30,4.793611111111112,0.06208333333333334,33.94991291208791,2.2752500000000007,29.22
"(28.0, -96.0)",1965-12-31,4.793611111111112,0.06208333333333334,30.86,2.2752500000000007,21.04
"(28.0, -96.0)",1966-01-31,5.380000000000001,0.06208333333333334,35.68675,2.2752500000000007,18.4225
"(28.0, -96.0)",1967-02-28,4.793611111111112,0.06208333333333334,34.366,2.2752500000000007,14.6
"(28.0, -96.0)",1967-08-31,4.793611111111112,0.06208333333333334,36.754,2.2752500000000007,27.8
"(28.0, -96.0)",1975-09-30,4.793611111111112,0.06208333333333334,32.00666666666667,2.2752500000000007,28.656666666666666
"(28.0, -96.0)",1976-03-31,4.793611111111112,0.06208333333333334,34.31,2.2752500000000007,19.276666666666667
"(28.0, -96.0)",1976-05-31,4.793611111111112,0.06208333333333334,13.645,2.2752500000000007,12.625
"(28.0, -96.0)",1976-08-31,4.793611111111112,0.06208333333333334,33.55,2.2752500000000007,29.0
"(28.0, -96.0)",1976-12-31,4.793611111111112,0.06208333333333334,34.75,2.2752500000000007,15.45
"(28.0, -96.0)",1987-04-30,5.34,0.04,36.32,0.1,20.57
"(28.0, -96.0)",1989-11-30,4.66,0.09,35.735,1.6,24.5
"(28.0, -96.0)",1990-10-31,4.793611111111112,0.06208333333333334,35.478,2.2752500000000007,23.054842269536024
"(28.0, -96.0)",1992-01-31,4.899,0.01,35.908,1.1,23.38
"(28.0, -96.0)",1993-01-31,4.8685,0.05,36.239000000000004,3.6,23.276
"(28.0, -96.0)",1993-05-31,4.67,0.08666666666666667,33.903600000000004,3.3333333333333335,24.350733333333334
"(28.0, -96.0)",1993-08-31,4.555,0.04,35.861266666666666,3.7266666666666666,28.900366666666667
"(28.0, -96.0)",1993-11-30,4.755,0.16666666666666666,36.25805,3.09,25.4432
"(28.0, -96.0)",1994-05-31,5.01,0.0125,32.16615,2.9400000000000004,25.177775
"(28.0, -96.0)",1994-08-31,4.5633333333333335,0.07250000000000001,36.366025,1.135,29.04125
"(28.0, -96.0)",1994-11-30,4.6925,0.052500000000000005,34.916975,2.1275000000000004,25.729100000000003
"(28.0, -97.0)",1963-03-31,4.869999999999999,0.185,33.29333333333333,3.05,15.033333333333333
"(28.0, -97.0)",1963-04-30,4.869999999999999,0.185,29.753333333333334,3.05,22.53333333333333
"(28.0, -97.0)",1963-05-31,4.869999999999999,0.185,32.458333333333336,3.05,25.133333333333336
"(28.0, -97.0)",1963-06-30,4.869999999999999,0.185,36.49,3.05,28.53333333333333
"(28.0, -97.0)",1963-07-31,4.869999999999999,0.185,36.61666666666667,3.05,26.566666666666663
"(28.0, -97.0)",1963-08-31,4.869999999999999,0.185,36.650000000000006,3.05,29.5
"(28.0, -97.0)",1963-10-31,4.869999999999999,0.185,31.320000000000004,3.05,26.166666666666668
"(28.0, -97.0)",1963-11-30,4.869999999999999,0.185,35.10333333333333,3.05,24.3
"(28.0, -97.0)",1963-12-31,4.869999999999999,0.185,34.56399999999999,3.05,16.26666666666667
"(28.0, -97.0)",1964-01-31,4.869999999999999,0.185,34.169999999999995,3.05,12.933333333333332
"(28.0, -97.0)",1964-02-29,4.869999999999999,0.185,35.56333333333334,3.05,14.4
"(28.0, -97.0)",1964-03-31,4.869999999999999,0.185,34.56666666666667,3.05,17.033333333333335
"(28.0, -97.0)",1964-04-30,4.869999999999999,0.185,28.11,3.05,20.433333333333334
"(28.0, -97.0)",1964-05-31,4.869999999999999,0.185,26.115000000000002,3.05,26.0
"(28.0, -97.0)",1964-06-30,4.869999999999999,0.185,34.42,3.05,27.96666666666667
"(28.0, -97.0)",1964-07-31,4.869999999999999,0.185,36.22666666666667,3.05,28.166666666666668
"(28.0, -97.0)",1964-08-31,4.869999999999999,0.185,36.72,3.05,28.4
"(28.0, -97.0)",1964-09-30,4.869999999999999,0.185,35.29,3.05,28.639999999999997
"(28.0, -97.0)",1964-10-31,4.869999999999999,0.185,33.7,3.05,23.13333333333333
"(28.0, -97.0)",1964-11-30,4.869999999999999,0.185,34.43333333333334,3.05,23.099999999999998
"(28.0, -97.0)",1964-12-31,4.869999999999999,0.185,31.843333333333334,3.05,14.966666666666669
"(28.0, -97.0)",1965-01-31,4.869999999999999,0.185,31.789999999999996,3.05,16.766666666666666
"(28.0, -97.0)",1965-02-28,4.869999999999999,0.185,31.77,3.05,15.3
"(28.0, -97.0)",1965-03-31,4.869999999999999,0.185,34.172000000000004,3.05,16.24
"(28.0, -97.0)",1965-04-30,4.869999999999999,0.185,29.675,3.05,23.866666666666664
"(28.0, -97.0)",1965-05-31,4.869999999999999,0.185,26.545,3.05,26.633333333333336
"(28.0, -97.0)",1965-06-30,4.869999999999999,0.185,29.983333333333334,3.05,28.2
"(28.0, -97.0)",1965-08-31,4.869999999999999,0.185,36.546666666666674,3.05,28.633333333333336
"(28.0, -97.0)",1965-09-30,4.869999999999999,0.185,33.053761111111115,3.05,29.366666666666664
"(28.0, -97.0)",1965-12-31,4.869999999999999,0.185,31.12,3.05,19.666666666666668
"(28.0, -97.0)",1989-11-30,4.869999999999999,0.185,32.6035,3.05,23.060000000000002
"(29.0, -80.0)",1961-06-30,4.9159999999999995,0.1,36.193200000000004,8.998168498168498,25.528
"(29.0, -80.0)",1962-08-31,4.765439849624061,0.11527777777777777,35.98461538461539,8.998168498168498,28.803076923076926
"(29.0, -80.0)",1965-02-28,5.15,0.11527777777777777,36.181,8.998168498168498,22.2
"(29.0, -80.0)",1967-02-28,4.83,0.11527777777777777,36.265,8.998168498168498,21.96
"(29.0, -80.0)",1967-06-30,4.765439849624061,0.11527777777777777,36.027,8.998168498168498,27.88
"(29.0, -80.0)",1967-11-30,4.765439849624061,0.11527777777777777,36.147,8.998168498168498,25.37
"(29.0, -80.0)",1968-02-29,4.765439849624061,0.11527777777777777,36.2035,8.998168498168498,21.9425
"(29.0, -80.0)",1968-06-30,4.765439849624061,0.11527777777777777,35.87,8.998168498168498,26.06
"(29.0, -80.0)",1969-02-28,4.765439849624061,0.11527777777777777,35.9916203074703,8.998168498168498,22.700000000000003
"(29.0, -80.0)",1969-12-31,4.765439849624061,0.11527777777777777,35.85,8.998168498168498,21.79
"(29.0, -80.0)",1970-10-31,4.765439849624061,0.11527777777777777,35.99,8.998168498168498,27.36
"(29.0, -80.0)",1971-09-30,4.765439849624061,0.37999999999999995,35.832,8.998168498168498,28.549999999999997
"(29.0, -80.0)",1971-11-30,4.765439849624061,0.11527777777777777,36.002,8.998168498168498,24.74
"(29.0, -80.0)",1972-01-31,4.765439849624061,0.11527777777777777,35.9916203074703,8.998168498168498,24.45
"(29.0, -80.0)",1972-03-31,4.765439849624061,0.11527777777777777,36.223,8.998168498168498,23.9
"(29.0, -80.0)",1972-11-30,4.765439849624061,0.11527777777777777,36.101,8.998168498168498,25.16
"(29.0, -80.0)",1973-03-31,4.68,0.11527777777777777,36.1805,8.998168498168498,23.4
"(29.0, -80.0)",1973-05-31,4.765439849624061,0.11527777777777777,36.283,8.998168498168498,24.11
"(29.0, -80.0)",1973-10-31,4.202,0.11527777777777777,36.38066666666666,8.998168498168498,26.561666666666667
"(29.0, -80.0)",1973-11-30,4.34,0.11527777777777777,35.357,8.998168498168498,24.6
"(29.0, -80.0)",1974-03-31,4.765439849624061,0.11527777777777777,36.241,8.998168498168498,23.26
"(29.0, -80.0)",1974-04-30,4.751666666666666,0.0,36.171666666666674,0.0,22.69333333333333
"(29.0, -80.0)",1974-08-31,4.292857142857143,0.028571428571428574,35.84685714285714,2.0,28.710000000000004
"(29.0, -80.0)",1975-01-31,4.71,0.25999999999999995,35.9916203074703,7.714285714285714,22.135714285714283
"(29.0, -80.0)",1975-02-28,4.765439849624061,0.11527777777777777,36.09,8.998168498168498,22.2
"(29.0, -80.0)",1975-08-31,4.765439849624061,0.11527777777777777,35.95,8.998168498168498,28.84
"(29.0, -80.0)",1975-09-30,4.124285714285714,0.0,35.915875,1.0,27.818749999999998
"(29.0, -80.0)",1976-01-31,5.075,0.0,36.162000000000006,3.0,20.235
"(29.0, -80.0)",1976-02-29,4.739999999999999,0.2516666666666667,36.129875,1.5,20.64
"(29.0, -80.0)",1976-09-30,4.154285714285714,0.014285714285714287,35.58928571428571,0.5714285714285714,28.922857142857143
"(29.0, -80.0)",1976-12-31,5.77,0.33,34.28,42.0,17.33
"(29.0, -80.0)",1977-02-28,5.001428571428571,0.0071428571428571435,36.28142857142857,0.8571428571428571,19.49857142857143
"(29.0, -80.0)",1977-04-30,5.123333333333334,0.06,36.080000000000005,7.333333333333333,23.044285714285717
"(29.0, -80.0)",1978-04-30,5.35,0.115,36.2775,10.0,22.645000000000003
"(29.0, -80.0)",1978-07-31,4.7875,0.11750000000000001,35.927499999999995,20.0,28.735
"(29.0, -80.0)",1978-11-30,4.545,0.065,35.71,21.0,25.765
"(29.0, -80.0)",1985-01-31,4.765439849624061,0.11527777777777777,35.9916203074703,8.998168498168498,24.299999999999997
"(29.0, -81.0)",1962-08-31,4.850583333333334,0.15736111111111115,36.16142857142857,11.87878787878788,27.908571428571427
"(29.0, -81.0)",1971-09-30,4.850583333333334,0.24,34.9,11.87878787878788,22.614960317460316
"(29.0, -81.0)",1972-01-31,4.850583333333334,0.15736111111111115,35.77748418367347,11.87878787878788,21.786666666666665
"(29.0, -81.0)",1973-11-30,4.28,0.15736111111111115,35.0895,11.87878787878788,24.32
"(29.0, -81.0)",1974-04-30,4.785,0.12,36.324,0.0,21.085
"(29.0, -81.0)",1974-08-31,4.303333333333334,0.08333333333333333,36.126,2.3333333333333335,27.816666666666666
"(29.0, -81.0)",1975-01-31,4.725,0.46,35.77748418367347,2.0,20.85
"(29.0, -81.0)",1975-09-30,4.256666666666667,0.0,36.17725,3.3333333333333335,28.0075
"(29.0, -81.0)",1976-01-31,5.455,0.0,35.2465,1.5,15.620000000000001
"(29.0, -81.0)",1976-02-29,4.850583333333334,0.15736111111111115,36.33,11.87878787878788,17.3
"(29.0, -81.0)",1976-09-30,4.442,0.12,35.879599999999996,1.0,27.630000000000003
"(29.0, -81.0)",1977-02-28,5.529999999999999,0.0,35.2755,0.5,14.719999999999999
"(29.0, -81.0)",1977-04-30,5.53,0.14,35.98,9.0,20.6
"(29.0, -81.0)",1978-04-30,5.015,0.175,36.32,8.0,21.09
"(29.0, -81.0)",1978-07-31,4.715,0.25,36.16,54.0,28.165
"(29.0, -81.0)",1978-11-30,5.17,0.30000000000000004,34.915,49.0,22.325
"(29.0, -83.0)",1970-05-31,4.929166666666668,0.03833333333333334,34.47,0.7844444444444445,24.0
"(29.0, -83.0)",1971-05-31,4.929166666666668,0.03833333333333334,33.61775,0.7844444444444445,24.0
"(29.0, -83.0)",1971-08-31,4.929166666666668,0.03833333333333334,32.791666666666664,0.7844444444444445,29.98
"(29.0, -83.0)",1971-11-30,4.929166666666668,0.03833333333333334,33.749,0.7844444444444445,21.61
"(29.0, -83.0)",1972-02-29,4.929166666666668,0.03833333333333334,33.6525,0.7844444444444445,17.7
"(29.0, -83.0)",1973-01-31,4.929166666666668,0.03833333333333334,34.521,0.7844444444444445,15.08
"(29.0, -83.0)",1973-06-30,4.929166666666668,0.03833333333333334,32.935,0.7844444444444445,29.08
"(29.0, -83.0)",1973-08-31,4.929166666666668,0.03833333333333334,34.88025,0.7844444444444445,29.917500000000004
"(29.0, -83.0)",1973-11-30,4.929166666666668,0.03833333333333334,34.761,0.7844444444444445,22.861
"(29.0, -83.0)",1997-11-30,5.736,0.035,34.635,0.195,23.803166666666666
"(29.0, -83.0)",1998-05-31,5.0169999999999995,0.02,31.336,0.9750000000000001,23.803166666666666
"(29.0, -83.0)",1998-07-31,4.621,0.01,33.376,1.7599999999999998,23.803166666666666
"(29.0, -83.0)",1998-11-30,4.945,0.015,33.415,0.235,23.803166666666666
"(29.0, -83.0)",1999-05-31,5.077,0.06,34.759,1.205,23.803166666666666
"(29.0, -83.0)",1999-08-31,4.164,0.065,35.616,0.4,23.803166666666666
"(29.0, -83.0)",1999-11-30,5.111000000000001,0.08,35.601,0.43500000000000005,23.803166666666666
"(29.0, -83.0)",2000-04-30,5.218,0.045000000000000005,36.249,1.275,23.803166666666666
"(29.0, -83.0)",2000-08-31,4.4735,0.015,36.775,0.58,23.803166666666666
"(29.0, -84.0)",1964-02-29,6.07,0.16666666666666666,35.61333333333334,7.804242424242424,13.773333333333333
"(29.0, -84.0)",1968-04-30,5.7,0.14,35.83,7.804242424242424,19.81
"(29.0, -84.0)",1969-07-31,4.846363636363637,0.11027272727272729,35.665454545454544,7.804242424242424,30.381818181818176
"(29.0, -84.0)",1969-08-31,5.56,0.123,35.136,7.804242424242424,28.6
"(29.0, -84.0)",1970-04-30,5.312499999999999,0.061107070707070714,36.126250000000006,7.804242424242424,18.59375
"(29.0, -84.0)",1970-05-31,5.29063731060606,0.061107070707070714,35.0,7.804242424242424,24.266666666666666
"(29.0, -84.0)",1970-06-30,5.29063731060606,0.061107070707070714,34.8675,7.804242424242424,29.25
"(29.0, -84.0)",1971-05-31,5.29063731060606,0.061107070707070714,34.68022222222223,7.804242424242424,23.069
"(29.0, -84.0)",1971-08-31,5.29063731060606,0.061107070707070714,34.550333333333334,7.804242424242424,29.58583333333333
"(29.0, -84.0)",1971-11-30,5.29063731060606,0.061107070707070714,35.130181818181825,7.804242424242424,23.438181818181818
"(29.0, -84.0)",1972-02-29,5.29063731060606,0.061107070707070714,35.455,7.804242424242424,18.19
"(29.0, -84.0)",1972-05-31,4.43,0.061107070707070714,35.391,7.804242424242424,24.100000000000005
"(29.0, -84.0)",1972-11-30,5.29063731060606,0.005,35.705444444444446,0.05,24.75222222222222
"(29.0, -84.0)",1973-01-31,5.29063731060606,0.061107070707070714,35.92733333333334,7.804242424242424,17.2
"(29.0, -84.0)",1973-05-31,5.29063731060606,0.061107070707070714,35.71,7.804242424242424,23.066666666666666
"(29.0, -84.0)",1973-06-30,5.29063731060606,0.061107070707070714,34.2725,7.804242424242424,27.700000000000003
"(29.0, -84.0)",1973-07-31,5.29063731060606,0.061107070707070714,33.5775,7.804242424242424,29.05
"(29.0, -84.0)",1973-08-31,5.29063731060606,0.061107070707070714,34.46516666666667,7.804242424242424,29.776666666666667
"(29.0, -84.0)",1973-11-30,5.29063731060606,0.061107070707070714,34.53966666666667,7.804242424242424,23.989333333333335
"(29.0, -84.0)",1974-05-31,7.77,0.03,34.988,78.0,23.32
"(29.0, -84.0)",1974-06-30,5.29063731060606,0.061107070707070714,34.6,7.804242424242424,27.22
"(29.0, -84.0)",1975-07-31,5.29063731060606,0.061107070707070714,32.202000000000005,7.804242424242424,28.359999999999996
"(29.0, -84.0)",1975-09-30,5.29063731060606,0.061107070707070714,32.19,7.804242424242424,28.15
"(29.0, -84.0)",1976-01-31,5.29063731060606,0.061107070707070714,35.052,7.804242424242424,13.724
"(29.0, -84.0)",1976-02-29,5.29063731060606,0.061107070707070714,35.8362,7.804242424242424,16.956
"(29.0, -84.0)",1997-11-30,5.496,0.055,35.716,1.07,23.73551816239316
"(29.0, -84.0)",1998-05-31,5.061,0.025,34.96133621212121,0.38,23.73551816239316
"(29.0, -84.0)",1998-07-31,4.809,0.09,34.96133621212121,0.75,23.73551816239316
"(29.0, -84.0)",1998-11-30,4.9615,0.005,34.96133621212121,0.525,23.73551816239316
"(29.0, -84.0)",1999-05-31,5.4795,0.05,34.96133621212121,0.355,23.73551816239316
"(29.0, -84.0)",1999-08-31,4.372333333333334,0.049999999999999996,34.495,1.5033333333333332,23.73551816239316
"(29.0, -84.0)",1999-11-30,5.018666666666666,0.01,35.931,0.6233333333333333,23.73551816239316
"(29.0, -84.0)",2000-04-30,5.478666666666666,0.03,35.341,1.1366666666666667,23.73551816239316
"(29.0, -84.0)",2000-08-31,4.284666666666666,0.02666666666666667,34.846,1.4533333333333331,23.73551816239316
"(29.0, -84.0)",2001-04-30,5.29063731060606,0.061107070707070714,34.96133621212121,7.804242424242424,20.8
"(29.0, -85.0)",1962-02-28,5.0,0.03205,35.127,1.09145,20.3
"(29.0, -85.0)",1963-05-31,4.884081818181818,0.03205,35.144999999999996,1.09145,24.25
"(29.0, -85.0)",1963-09-30,4.884081818181818,0.03205,34.56,1.09145,29.9
"(29.0, -85.0)",1964-01-31,4.884081818181818,0.03205,35.35,1.09145,12.6
"(29.0, -85.0)",1964-07-31,4.884081818181818,0.03205,34.04,1.09145,29.7
"(29.0, -85.0)",1964-08-31,4.884081818181818,0.03205,32.29,1.09145,30.8
"(29.0, -85.0)",1964-09-30,4.884081818181818,0.03205,31.64,1.09145,30.7
"(29.0, -85.0)",1964-11-30,4.884081818181818,0.03205,34.67,1.09145,21.5
"(29.0, -85.0)",1965-03-31,4.884081818181818,0.03205,31.55,1.09145,18.0
"(29.0, -85.0)",1965-05-31,4.884081818181818,0.03205,33.98,1.09145,23.2
"(29.0, -85.0)",1965-06-30,4.884081818181818,0.03205,34.82,1.09145,26.7
"(29.0, -85.0)",1965-07-31,4.884081818181818,0.03205,33.39,1.09145,29.0
"(29.0, -85.0)",1965-08-31,4.884081818181818,0.03205,31.53,1.09145,29.1
"(29.0, -85.0)",1965-09-30,4.884081818181818,0.03205,35.19625,1.09145,28.075
"(29.0, -85.0)",1965-10-31,4.884081818181818,0.03205,33.7,1.09145,26.4
"(29.0, -85.0)",1965-12-31,4.884081818181818,0.03205,36.14,1.09145,17.1
"(29.0, -85.0)",1967-03-31,4.884081818181818,0.03205,36.446,1.09145,21.0
"(29.0, -85.0)",1967-06-30,4.884081818181818,0.03205,35.34,1.09145,27.77
"(29.0, -85.0)",1970-05-31,4.884081818181818,0.03205,35.36,1.09145,23.125
"(29.0, -85.0)",1970-11-30,4.68,0.03205,35.687,1.09145,25.82
"(29.0, -85.0)",1971-05-31,4.884081818181818,0.03205,34.073,1.09145,23.36
"(29.0, -85.0)",1971-08-31,4.884081818181818,0.03205,34.10016666666666,1.09145,29.22333333333333
"(29.0, -85.0)",1971-11-30,4.884081818181818,0.03205,35.437200000000004,1.09145,23.558
"(29.0, -85.0)",1972-02-29,4.884081818181818,0.03205,35.602000000000004,1.09145,18.153333333333332
"(29.0, -85.0)",1972-11-30,4.884081818181818,0.005,36.229,0.05,26.535
"(29.0, -85.0)",1973-07-31,4.884081818181818,0.03205,29.787,1.09145,29.82
"(29.0, -85.0)",1975-09-30,4.884081818181818,0.03205,34.34,1.09145,28.1
"(29.0, -85.0)",1976-02-29,4.884081818181818,0.03205,35.803333333333335,1.09145,19.12
"(29.0, -85.0)",1997-11-30,5.4604,0.026000000000000002,35.485,1.1219999999999999,24.668313628899835
"(29.0, -85.0)",1998-05-31,5.1015,0.037500000000000006,34.419198333333334,2.0525,24.668313628899835
"(29.0, -85.0)",1998-07-31,4.6456,0.072,34.419198333333334,1.92,24.668313628899835
"(29.0, -85.0)",1998-11-30,4.9394,0.019999999999999997,34.419198333333334,0.8099999999999999,24.668313628899835
"(29.0, -85.0)",1999-05-31,5.0634,0.034,35.758,1.206,24.668313628899835
"(29.0, -85.0)",1999-08-31,4.5744,0.039999999999999994,34.419198333333334,0.354,24.668313628899835
"(29.0, -85.0)",1999-11-30,4.7812,0.052000000000000005,34.419198333333334,1.046,24.668313628899835
"(29.0, -85.0)",2000-04-30,5.140600000000001,0.02,34.419198333333334,1.1600000000000001,24.668313628899835
"(29.0, -85.0)",2000-08-31,4.3384,0.014000000000000002,34.419198333333334,1.194,24.668313628899835
"(29.0, -85.0)",2001-04-30,4.884081818181818,0.03205,34.419198333333334,1.09145,22.47142857142857
"(29.0, -86.0)",1963-05-31,5.070571676587301,0.07929138321995466,35.428,11.267453703703701,25.200000000000003
"(29.0, -86.0)",1963-08-31,5.070571676587301,0.07929138321995466,34.129999999999995,11.267453703703701,30.400000000000002
"(29.0, -86.0)",1963-09-30,5.070571676587301,0.07929138321995466,34.778000000000006,11.267453703703701,30.3
"(29.0, -86.0)",1964-04-30,5.070571676587301,0.07929138321995466,36.435,11.267453703703701,21.5
"(29.0, -86.0)",1964-05-31,5.070571676587301,0.07929138321995466,35.81166666666666,11.267453703703701,25.116666666666664
"(29.0, -86.0)",1964-06-30,5.070571676587301,0.07929138321995466,29.79,11.267453703703701,29.7
"(29.0, -86.0)",1964-07-31,5.070571676587301,0.07929138321995466,31.516666666666666,11.267453703703701,30.166666666666668
"(29.0, -86.0)",1964-08-31,5.070571676587301,0.07929138321995466,33.15,11.267453703703701,29.349999999999998
"(29.0, -86.0)",1964-09-30,5.070571676587301,0.07929138321995466,32.440000000000005,11.267453703703701,30.185714285714283
"(29.0, -86.0)",1964-11-30,5.070571676587301,0.07929138321995466,35.84857142857143,11.267453703703701,23.728571428571428
"(29.0, -86.0)",1965-03-31,5.3,0.67,35.208749999999995,6.0,19.8
"(29.0, -86.0)",1965-04-30,5.070571676587301,0.07929138321995466,35.02384615384615,11.267453703703701,20.307692307692307
"(29.0, -86.0)",1965-05-31,5.070571676587301,0.07929138321995466,34.737500000000004,11.267453703703701,24.062499999999996
"(29.0, -86.0)",1965-06-30,5.070571676587301,0.07929138321995466,35.392857142857146,11.267453703703701,26.514285714285716
"(29.0, -86.0)",1965-07-31,5.070571676587301,0.07929138321995466,33.24125,11.267453703703701,28.95
"(29.0, -86.0)",1965-08-31,5.070571676587301,0.07929138321995466,33.93,11.267453703703701,28.442857142857147
"(29.0, -86.0)",1965-09-30,4.6,0.07929138321995466,35.996576923076915,11.267453703703701,27.614999999999995
"(29.0, -86.0)",1965-10-31,5.070571676587301,0.07929138321995466,35.17888888888889,11.267453703703701,26.966666666666665
"(29.0, -86.0)",1965-12-31,5.070571676587301,0.07929138321995466,36.281333333333336,11.267453703703701,22.560000000000002
"(29.0, -86.0)",1966-02-28,5.18,0.07929138321995466,36.294,11.267453703703701,19.2
"(29.0, -86.0)",1966-06-30,4.71,0.07929138321995466,35.672333333333334,11.267453703703701,25.58666666666667
"(29.0, -86.0)",1967-03-31,5.070571676587301,0.07929138321995466,36.291,11.267453703703701,20.2
"(29.0, -86.0)",1967-09-30,5.070571676587301,0.07929138321995466,35.663,11.267453703703701,27.549999999999997
"(29.0, -86.0)",1968-04-30,5.34,0.07,36.013,11.267453703703701,25.58808275237308
"(29.0, -86.0)",1970-05-31,5.070571676587301,0.07929138321995466,36.160000000000004,11.267453703703701,24.762
"(29.0, -86.0)",1970-11-30,5.070571676587301,0.07929138321995466,35.341,11.267453703703701,25.94
"(29.0, -86.0)",1971-08-31,5.070571676587301,0.07929138321995466,34.9123135063721,11.267453703703701,29.195
"(29.0, -86.0)",1972-11-30,5.070571676587301,0.005,36.171,11.267453703703701,25.93
"(29.0, -86.0)",1974-05-31,7.48,0.03,34.219,116.0,23.27
"(29.0, -86.0)",1975-09-30,5.070571676587301,0.07929138321995466,34.575,11.267453703703701,28.5525
"(29.0, -86.0)",1976-02-29,5.070571676587301,0.07929138321995466,35.0575,11.267453703703701,18.9
"(29.0, -86.0)",1997-11-30,5.3816250000000005,0.03375,35.744625,0.71375,25.58808275237308
"(29.0, -86.0)",1998-05-31,5.114444444444445,0.021111111111111112,34.9123135063721,1.9188888888888889,25.58808275237308
"(29.0, -86.0)",1998-07-31,4.735333333333333,0.036666666666666674,34.9123135063721,1.5666666666666667,25.58808275237308
"(29.0, -86.0)",1998-08-31,4.643,0.0375,34.9123135063721,1.98,25.58808275237308
"(29.0, -86.0)",1998-11-30,4.852285714285714,0.022857142857142857,34.9123135063721,1.17,25.58808275237308
"(29.0, -86.0)",1999-05-31,5.0205,0.05,35.67366666666667,1.2625,25.58808275237308
"(29.0, -86.0)",1999-08-31,4.507333333333334,0.014444444444444446,34.9123135063721,0.9188888888888889,25.58808275237308
"(29.0, -86.0)",1999-11-30,4.843375,0.05750000000000001,34.9123135063721,1.5225,25.58808275237308
"(29.0, -86.0)",2000-04-30,4.9952499999999995,0.037500000000000006,34.9123135063721,1.14,25.58808275237308
"(29.0, -86.0)",2000-08-31,4.426,0.02375,34.9123135063721,1.01625,25.58808275237308
"(29.0, -86.0)",2001-04-30,5.070571676587301,0.07929138321995466,34.9123135063721,11.267453703703701,23.277777777777782
"(29.0, -87.0)",1962-03-31,4.734999999999999,0.08305311355311355,36.0715,2.7279181459566075,21.54
"(29.0, -87.0)",1963-03-31,4.891301528517651,0.08305311355311355,36.4,2.7279181459566075,21.45
"(29.0, -87.0)",1963-04-30,4.891301528517651,0.08305311355311355,35.97,2.7279181459566075,20.8
"(29.0, -87.0)",1963-05-31,4.891301528517651,0.08305311355311355,34.842,2.7279181459566075,25.98
"(29.0, -87.0)",1963-06-30,4.891301528517651,0.08305311355311355,33.95,2.7279181459566075,29.2
"(29.0, -87.0)",1963-07-31,4.891301528517651,0.08305311355311355,33.15,2.7279181459566075,29.5
"(29.0, -87.0)",1963-08-31,4.891301528517651,0.08305311355311355,33.6,2.7279181459566075,30.1
"(29.0, -87.0)",1963-09-30,4.891301528517651,0.08305311355311355,34.47,2.7279181459566075,30.1
"(29.0, -87.0)",1963-12-31,4.891301528517651,0.08305311355311355,36.33,2.7279181459566075,21.1
"(29.0, -87.0)",1964-01-31,4.891301528517651,0.08305311355311355,36.52,2.7279181459566075,20.1
"(29.0, -87.0)",1964-03-31,5.49,0.19,36.32333333333333,2.7279181459566075,20.736666666666665
"(29.0, -87.0)",1964-04-30,4.891301528517651,0.08305311355311355,36.4275,2.7279181459566075,21.6
"(29.0, -87.0)",1964-05-31,4.891301528517651,0.08305311355311355,36.105000000000004,2.7279181459566075,24.025
"(29.0, -87.0)",1964-06-30,4.56,0.08305311355311355,35.199999999999996,2.7279181459566075,28.959999999999997
"(29.0, -87.0)",1964-07-31,4.891301528517651,0.08305311355311355,33.91,2.7279181459566075,29.8
"(29.0, -87.0)",1964-08-31,4.891301528517651,0.08305311355311355,34.190000000000005,2.7279181459566075,30.133333333333336
"(29.0, -87.0)",1964-09-30,4.891301528517651,0.08305311355311355,32.36,2.7279181459566075,30.4
"(29.0, -87.0)",1964-10-31,4.891301528517651,0.06,35.22654425385068,0.3,25.400000000000002
"(29.0, -87.0)",1964-11-30,4.891301528517651,0.08305311355311355,35.97666666666667,2.7279181459566075,24.133333333333336
"(29.0, -87.0)",1964-12-31,4.891301528517651,0.08305311355311355,36.300333333333334,2.7279181459566075,21.466666666666665
"(29.0, -87.0)",1965-01-31,4.891301528517651,0.08305311355311355,36.06333333333333,2.7279181459566075,20.733333333333334
"(29.0, -87.0)",1965-03-31,5.44,0.32,35.84142857142857,5.1,19.214285714285715
"(29.0, -87.0)",1965-04-30,4.891301528517651,0.08305311355311355,35.938,2.7279181459566075,21.66
"(29.0, -87.0)",1965-05-31,4.891301528517651,0.08305311355311355,35.5575,2.7279181459566075,25.575000000000003
"(29.0, -87.0)",1965-06-30,4.891301528517651,0.08305311355311355,34.61066666666667,2.7279181459566075,27.019999999999996
"(29.0, -87.0)",1965-07-31,4.891301528517651,0.08305311355311355,32.660000000000004,2.7279181459566075,28.999999999999996
"(29.0, -87.0)",1965-08-31,4.891301528517651,0.08305311355311355,34.25248000000001,2.7279181459566075,28.929999999999996
